ProvinceKey,ProvinceName,ProvinceNameEng,RegionKey,Region,RegionEng,ReasonForLoanKey,ReasonForLoan,ReasonForLoanEng,Year,FarmCulturePlantAnimalMainlyOwningLand,FarmCulturePlantAnimalMainlyRentingLand,FarmCultureFishingForestryHuntingAgri,EntrepreneursNonAgriBusiness,EmployeeTechnicianManager,EmployeeLabourInAgriForestryFishery,EmployeeLabourInLogisticTransportation,EmployeeClericalSalesServiceWorker,EmployeeWorkerProductionConstruction,EconomicallyInactive
90,สงขลา               ,Songkhla            ,4,ภาคตะวันออกเฉียงเหนือ,Northeastern,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2556,5388,0,0,11799,6722,614,0,6031,2779,809
90,สงขลา               ,Songkhla            ,4,ภาคตะวันออกเฉียงเหนือ,Northeastern,102,  ใช้ในการศึกษา,  Education,2556,2863,0,0,0,2682,0,942,0,0,8415
90,สงขลา               ,Songkhla            ,4,ภาคตะวันออกเฉียงเหนือ,Northeastern,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2556,32331,1683,512,26043,15433,16310,2386,32625,7296,4897
90,สงขลา               ,Songkhla            ,4,ภาคตะวันออกเฉียงเหนือ,Northeastern,104,  ใช้ในการทำธุรกิจ,  Business,2556,2854,758,0,9874,872,797,0,2195,0,847
90,สงขลา               ,Songkhla            ,4,ภาคตะวันออกเฉียงเหนือ,Northeastern,105,  ใช้ในการทำเกษตร,  Farming,2556,8300,0,1290,0,0,0,0,1683,0,0
90,สงขลา               ,Songkhla            ,4,ภาคตะวันออกเฉียงเหนือ,Northeastern,106,  หนี้อื่น ๆ,  Others ,2556,0,0,0,0,0,0,0,0,0,0
90,สงขลา               ,Songkhla            ,4,ภาคตะวันออกเฉียงเหนือ,Northeastern,107,  หนี้ในระบบ, Formal sector,2556,49520,2441,1802,45907,25429,15203,2753,37257,10075,14220
90,สงขลา               ,Songkhla            ,4,ภาคตะวันออกเฉียงเหนือ,Northeastern,108,  หนี้นอกระบบ, Formal sector,2556,2216,0,0,1809,280,2518,576,5277,0,749
90,สงขลา               ,Songkhla            ,4,ภาคตะวันออกเฉียงเหนือ,Northeastern,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2558,27053.8,0,6537.5,37025.3,36960.2,13368.3,4499.8,41257.2,23062.4,9332.2
90,สงขลา               ,Songkhla            ,4,ภาคตะวันออกเฉียงเหนือ,Northeastern,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2558,46715.4,0,0,75323.9,151046.5,22525.9,0,23229.6,62164.9,410761.3
90,สงขลา               ,Songkhla            ,4,ภาคตะวันออกเฉียงเหนือ,Northeastern,102,  ใช้ในการศึกษา,  Education,2558,0,0,0,6507.8,10512.2,1271.3,0,4015.7,11919.9,0
90,สงขลา               ,Songkhla            ,4,ภาคตะวันออกเฉียงเหนือ,Northeastern,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2558,112391.6,0,92369.6,70409.3,337969.3,129120.7,62036.2,265898.2,146699.5,346874.7
90,สงขลา               ,Songkhla            ,4,ภาคตะวันออกเฉียงเหนือ,Northeastern,104,  ใช้ในการทำธุรกิจ,  Business,2558,23479.5,0,735.7,557644.9,0,0,0,4991.6,828.3,20666
90,สงขลา               ,Songkhla            ,4,ภาคตะวันออกเฉียงเหนือ,Northeastern,105,  ใช้ในการทำเกษตร,  Farming,2558,69917,0,177655.6,10474.4,19479.2,0,6044.9,18045,0,0
90,สงขลา               ,Songkhla            ,4,ภาคตะวันออกเฉียงเหนือ,Northeastern,106,  หนี้อื่น ๆ,  Others ,2558,0,0,0,0,42916.4,0,0,0,72619.8,8132.5
90,สงขลา               ,Songkhla            ,4,ภาคตะวันออกเฉียงเหนือ,Northeastern,107,  หนี้ในระบบ, Formal sector,2558,251209.9,0,265243.3,708014.4,561923.7,142411.7,65512.8,315426.8,290619.4,785868.1
90,สงขลา               ,Songkhla            ,4,ภาคตะวันออกเฉียงเหนือ,Northeastern,108,  หนี้นอกระบบ, Formal sector,2558,1293.6,0,5517.5,12345.7,0,10506.2,2568.3,753.3,3613,566.3
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2558,0,0,0,35569,28316,0,6660,50306,60898,10584
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2558,0,0,0,29720,98779,0,0,74467,29792,13966
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,102,  ใช้ในการศึกษา,  Education,2558,0,0,0,0,0,0,0,0,0,2496
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2558,0,0,0,88219,65803,0,5845,31077,20068,67619
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,104,  ใช้ในการทำธุรกิจ,  Business,2558,0,0,0,5760,0,0,0,4351,102,0
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,105,  ใช้ในการทำเกษตร,  Farming,2558,0,0,0,0,0,0,0,0,0,0
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,106,  หนี้อื่น ๆ,  Others ,2558,0,0,0,0,0,0,0,0,0,0
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,107,  หนี้ในระบบ, Formal sector,2558,0,0,0,122553,164583,0,5659,106020,48804,84081
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,108,  หนี้นอกระบบ, Formal sector,2558,0,0,0,1146,0,0,186,4376,1158,0
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2560,0,0,0,47727,54768,0,2397,60797,113262,3159
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2560,0,0,0,134041,311015,0,0,127025,101772,14638
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,102,  ใช้ในการศึกษา,  Education,2560,0,0,0,559,1512,0,0,1266,0,0
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2560,0,0,0,63143,98417,0,8573,25430,31157,123
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,104,  ใช้ในการทำธุรกิจ,  Business,2560,0,0,0,12496,8569,0,0,0,345,0
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,105,  ใช้ในการทำเกษตร,  Farming,2560,0,0,0,0,0,0,0,0,494,0
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,106,  หนี้อื่น ๆ,  Others ,2560,0,0,0,0,0,0,0,0,0,0
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,107,  หนี้ในระบบ, Formal sector,2560,0,0,0,207554,419021,0,4668,152409,132100,14761
11,สมุทรปราการ         ,Samut Prakarn       ,5,ภาคใต้,Southern,108,  หนี้นอกระบบ, Formal sector,2560,0,0,0,2685,491,0,3905,1311,1668,0
12,นนทบุรี             ,Nonthaburi          ,3,ภาคเหนือ,Northern,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2556,0,481,0,35903,29265,0,1559,29040,9461,5543
12,นนทบุรี             ,Nonthaburi          ,3,ภาคเหนือ,Northern,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2556,0,0,0,264719,381803,0,219,62359,140351,109350
12,นนทบุรี             ,Nonthaburi          ,3,ภาคเหนือ,Northern,102,  ใช้ในการศึกษา,  Education,2556,0,0,0,7180,562,0,0,43,0,0
12,นนทบุรี             ,Nonthaburi          ,3,ภาคเหนือ,Northern,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2556,0,8870,0,71961,102157,0,3112,19875,53543,1471
12,นนทบุรี             ,Nonthaburi          ,3,ภาคเหนือ,Northern,104,  ใช้ในการทำธุรกิจ,  Business,2556,0,0,0,53028,15749,0,4566,3760,104340,10543
12,นนทบุรี             ,Nonthaburi          ,3,ภาคเหนือ,Northern,105,  ใช้ในการทำเกษตร,  Farming,2556,0,35479,0,0,8239,0,0,0,0,0
12,นนทบุรี             ,Nonthaburi          ,3,ภาคเหนือ,Northern,106,  หนี้อื่น ๆ,  Others ,2556,0,0,0,0,0,0,0,4922,0,0
12,นนทบุรี             ,Nonthaburi          ,3,ภาคเหนือ,Northern,107,  หนี้ในระบบ, Formal sector,2556,0,44349,0,386392,493426,0,7306,90159,289277,121364
12,นนทบุรี             ,Nonthaburi          ,3,ภาคเหนือ,Northern,108,  หนี้นอกระบบ, Formal sector,2556,0,0,0,10497,15085,0,591,800,8956,0
12,นนทบุรี             ,Nonthaburi          ,3,ภาคเหนือ,Northern,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2558,0,0,0,0,0,0,0,0,0,0
12,นนทบุรี             ,Nonthaburi          ,3,ภาคเหนือ,Northern,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2558,0,0,0,342654,833288,0,0,423474,489215,0
12,นนทบุรี             ,Nonthaburi          ,3,ภาคเหนือ,Northern,102,  ใช้ในการศึกษา,  Education,2558,0,0,0,8680,1015,0,0,4713,4758,0
12,นนทบุรี             ,Nonthaburi          ,3,ภาคเหนือ,Northern,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2558,0,280000,0,105567,226906,24024,26487,115831,104723,225233
12,นนทบุรี             ,Nonthaburi          ,3,ภาคเหนือ,Northern,104,  ใช้ในการทำธุรกิจ,  Business,2558,0,0,100000,85005,0,0,0,3985,46325,0
12,นนทบุรี             ,Nonthaburi          ,3,ภาคเหนือ,Northern,105,  ใช้ในการทำเกษตร,  Farming,2558,0,0,0,0,0,0,0,0,0,0
12,นนทบุรี             ,Nonthaburi          ,3,ภาคเหนือ,Northern,106,  หนี้อื่น ๆ,  Others ,2558,0,0,0,0,5976,24000,0,0,1604,0
12,นนทบุรี             ,Nonthaburi          ,3,ภาคเหนือ,Northern,107,  หนี้ในระบบ, Formal sector,2558,0,280000,100000,528953,1060778,24024,26487,543298,683829,222739
12,นนทบุรี             ,Nonthaburi          ,3,ภาคเหนือ,Northern,108,  หนี้นอกระบบ, Formal sector,2558,0,0,0,12954,6407,24000,0,4706,7796,2493
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2556,1143,5796,0,39338,30772,2551,1667,30768,65993,7297
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2556,0,0,0,270126,885392,0,50782,274846,55921,39538
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,102,  ใช้ในการศึกษา,  Education,2556,0,0,0,0,1310,0,0,1137,0,9020
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2556,177212,148761,0,118698,187761,59389,35871,110832,104750,26852
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,104,  ใช้ในการทำธุรกิจ,  Business,2556,0,0,0,52399,12710,0,0,0,1224,0
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,105,  ใช้ในการทำเกษตร,  Farming,2556,4683,11227,0,0,0,0,0,1204,588,1631
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,106,  หนี้อื่น ๆ,  Others ,2556,0,6896,0,0,0,0,0,0,0,0
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,107,  หนี้ในระบบ, Formal sector,2556,181895,166884,0,434866,1083897,56409,86653,385493,162289,76878
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,108,  หนี้นอกระบบ, Formal sector,2556,0,0,0,6357,3276,2980,0,2526,195,163
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2558,4761,14889,0,65319,36916,1112,3235,64423,129722,15356
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2558,0,0,0,264458,337503,0,39463,156265,98171,164098
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,102,  ใช้ในการศึกษา,  Education,2558,0,0,0,788,2108,0,0,3109,538,1807
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2558,76104,121276,0,134502,239634,18848,69909,142678,128586,116652
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,104,  ใช้ในการทำธุรกิจ,  Business,2558,3736,10797,0,30887,3820,0,0,11228,2894,15429
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,105,  ใช้ในการทำเกษตร,  Farming,2558,127392,136663,0,0,0,0,0,5190,3338,0
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,106,  หนี้อื่น ๆ,  Others ,2558,0,0,0,0,0,0,0,0,0,0
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,107,  หนี้ในระบบ, Formal sector,2558,3872,12650,0,59835,35564,0,3235,60782,124545,12991
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,108,  หนี้นอกระบบ, Formal sector,2558,0,1381,0,4006,989,1112,0,2480,4057,2365
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2556,3567,4909,0,5371,7886,0,358,14004,22941,5958
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2556,0,0,0,2844,198849,0,0,30530,83157,0
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,102,  ใช้ในการศึกษา,  Education,2556,0,0,0,0,0,0,0,0,0,0
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2556,71579,0,0,22602,52788,0,74705,42144,50025,34422
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,104,  ใช้ในการทำธุรกิจ,  Business,2556,3249,0,0,9191,0,0,0,2636,1497,0
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,105,  ใช้ในการทำเกษตร,  Farming,2556,35030,89916,0,0,0,0,0,2276,907,997
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,106,  หนี้อื่น ๆ,  Others ,2556,0,0,0,0,0,0,0,0,0,135
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,107,  หนี้ในระบบ, Formal sector,2556,109858,89916,0,33089,251638,0,74705,76739,133046,35553
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,108,  หนี้นอกระบบ, Formal sector,2556,0,0,0,1555,0,0,0,847,2540,0
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2558,869,4591,696,18140,12308,1526,2779,20418,55331,6536
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2558,0,0,0,1015,3812,639,0,3435,16074,355
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,102,  ใช้ในการศึกษา,  Education,2558,0,0,0,0,639,0,0,0,1205,453
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2558,896,1282,0,11551,10204,1526,2779,16679,44675,6000
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,104,  ใช้ในการทำธุรกิจ,  Business,2558,0,1406,0,8497,0,0,0,1769,5193,0
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,105,  ใช้ในการทำเกษตร,  Farming,2558,0,1903,696,0,0,0,0,1037,1763,505
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,106,  หนี้อื่น ๆ,  Others ,2558,0,0,0,0,0,0,0,0,569,0
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,107,  หนี้ในระบบ, Formal sector,2558,896,3814,696,19265,14356,2165,1437,20564,64597,5856
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,108,  หนี้นอกระบบ, Formal sector,2558,0,777,0,1797,299,0,1342,2357,6556,1962
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2556,6050,5126,2130,8617,4652,1103,1739,8540,8656,8549
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2556,7496,7415,0,59913,211859,0,0,48634,60451,28545
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,102,  ใช้ในการศึกษา,  Education,2556,0,0,0,5450,10725,0,0,48634,60451,28545
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2556,51577,52774,25259,77318,391437,13413,37909,133735,83192,33334
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,104,  ใช้ในการทำธุรกิจ,  Business,2556,2236,276,0,157780,45737,0,0,1196,1977,4278
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,105,  ใช้ในการทำเกษตร,  Farming,2556,139911,140119,0,7282,7643,1887,1854,12899,8127,3038
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,106,  หนี้อื่น ๆ,  Others ,2556,18432,4379,0,8283,23585,0,600,0,507,269
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,107,  หนี้ในระบบ, Formal sector,2556,219016,176357,24614,306487,685747,8133,37700,194305,150613,66510
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,108,  หนี้นอกระบบ, Formal sector,2556,636,28606,644,9539,5239,7167,2664,11929,4031,3452
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2558,3399,2417,421,6405,5518,1242,2461,4090,14956,8433
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2558,0,17663,0,129960,163361,0,0,33053,54254,66437
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,102,  ใช้ในการศึกษา,  Education,2558,0,0,0,518,581,0,0,0,0,862
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2558,29679,31268,159715,90915,20999,27139,41125,126450,96527,32112
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,104,  ใช้ในการทำธุรกิจ,  Business,2558,7365,45073,0,179640,2933,0,0,0,20544,10445
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,105,  ใช้ในการทำเกษตร,  Farming,2558,201748,86403,25778,1579,21881,12912,0,13657,13353,19494
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,106,  หนี้อื่น ๆ,  Others ,2558,0,0,0,1407,0,0,0,0,0,0
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,107,  หนี้ในระบบ, Formal sector,2558,235852,156066,185493,394403,424030,37468,39589,170638,175861,128731
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,108,  หนี้นอกระบบ, Formal sector,2558,2941,24342,0,9615,685,2582,11537,2521,8817,619
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2558,23071,12943,5265,22731,10863,887,4468,18781,37889,9343
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2558,0,0,0,5121,90916,0,0,61199,6821,1141
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,102,  ใช้ในการศึกษา,  Education,2558,0,0,0,0,0,0,0,0,0,0
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2558,21731,22359,6907,31634,240647,35486,5730,69108,42614,20403
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,104,  ใช้ในการทำธุรกิจ,  Business,2558,0,8062,0,4518,2301,93900,0,1507,179,0
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,105,  ใช้ในการทำเกษตร,  Farming,2558,95203,142334,41625,10590,558,0,2894,4479,9258,17325
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,106,  หนี้อื่น ๆ,  Others ,2558,0,0,0,0,0,0,0,0,0,0
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,107,  หนี้ในระบบ, Formal sector,2558,113489,171406,47533,48641,334422,35486,7686,134902,56725,38650
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,108,  หนี้นอกระบบ, Formal sector,2558,3445,1349,999,3222,0,93900,938,1391,2147,219
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2560,23071,12943,5265,22731,10863,887,4468,18781,37889,9343
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2560,0,0,0,21644,48876,0,0,14187,32907,6858
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,102,  ใช้ในการศึกษา,  Education,2560,0,0,0,0,0,0,0,0,0,0
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2560,7628,6749,10167,51250,123531,202000,49010,66441,21977,4781
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,104,  ใช้ในการทำธุรกิจ,  Business,2560,1117,0,0,41961,0,0,0,0,0,0
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,105,  ใช้ในการทำเกษตร,  Farming,2560,61252,54563,5987,0,0,0,0,24442,9654,14775
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,106,  หนี้อื่น ๆ,  Others ,2560,0,0,0,0,0,0,0,0,0,0
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,107,  หนี้ในระบบ, Formal sector,2560,69997,57356,15931,110431,171742,202000,48401,102152,63699,25996
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,108,  หนี้นอกระบบ, Formal sector,2560,0,3957,222,4424,664,0,609,2919,839,418
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2556,4386,4599,805,7366,4663,1908,1774,5719,6399,3465
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,101,  ใช้ซื้อ/เช่าซื้อบ้านและ/หรือที่ดิน,  Purchase/hire purchase  house and/or land,2556,0,62,0,227,1500,0,0,61261,459,361
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,102,  ใช้ในการศึกษา,  Education,2556,0,0,0,0,144,0,0,55,251,54
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,103,  ใช้จ่ายอุปโภค บริโภคอื่นๆ ในครัวเรือน,  Household consumption,2556,525,1498,736,5084,3660,1908,1774,5585,5185,2396
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,104,  ใช้ในการทำธุรกิจ,  Business,2556,75,441,69,3479,62,0,255,211,11078,339
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,105,  ใช้ในการทำเกษตร,  Farming,2556,4386,3846,233,633,797,0,0,624,501,880
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,106,  หนี้อื่น ๆ,  Others ,2556,79,0,0,0,0,0,0,0,0,0
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,107,  หนี้ในระบบ, Formal sector,2556,48431,5785,1038,9017,6162,1670,2028,6181,7504,3982
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,108,  หนี้นอกระบบ, Formal sector,2556,1849,62,0,565,62,239,0,503,310,110
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,100,จำนวนครัวเรือนที่เป็นหนี้สิน (ครัวเรือน),Total number of indebted household Average amount of debt,2558,2552,1155,534,8025,3829,1054,775,6366,7777,5565
